,developer,score0,img_link,date,pos,console,link,publisher,score1,score2,name,label
13585,Capcom,N/A,http://www.vgchartz.com//games/boxart/full_9202392AmericaFrontccc.jpg,13th Mar 18,7956,PS4,http://www.vgchartz.com//games/game.php?id=220929&region=All,Capcom,N/A,N/A,Devil May Cry HD Collection-:-PS4,0.21
13586,Koei,N/A,http://www.vgchartz.com//games/boxart/full_4487724AmericaFrontccc.jpg,04th May 10,12743,DS,http://www.vgchartz.com//games/game.php?id=31141&region=All,KOEI,N/A,N/A,Monster Racers-:-DS,0.07
13587,Pandemic Studios,N/A,http://www.vgchartz.com//games/boxart/full_8820945AmericaFrontccc.jpg,10th Jan 05,3212,XB,http://www.vgchartz.com//games/game.php?id=1318&region=All,LucasArts,N/A,N/A,Mercenaries: Playground of Destruction-:-XB,0.68
13588,Piacci,N/A,http://www.vgchartz.com//games/boxart/full_4742710JapanFrontccc.jpg,25th Feb 10,17860,PSP,http://www.vgchartz.com//games/game.php?id=41650&region=All,Piacci,N/A,N/A,FairlyLife: MiracleDays-:-PSP,0.01
13589,NetherRealm Studios,N/A,http://www.vgchartz.com//games/boxart/full_mortal-kombat_154AmericaFront.jpg,19th Apr 11,1303,PS3,http://www.vgchartz.com//games/game.php?id=45536&region=All,Warner Bros. Interactive,8.4,N/A,Mortal Kombat-:-PS3,1.56
13590,"Webfoot Technologies, Inc.",N/A,http://www.vgchartz.com//games/boxart/full_scripps-spelling-bee_2AmericaFront.jpg,28th Sep 10,9307,DS,http://www.vgchartz.com//games/game.php?id=47257&region=All,THQ,N/A,N/A,Scripps Spelling Bee-:-DS,0.15
13591,Playful Corp.,N/A,http://www.vgchartz.com//games/boxart/full_2422556AmericaFrontccc.jpg,07th Nov 17,7790,XOne,http://www.vgchartz.com//games/game.php?id=182725&region=All,Microsoft Studios,6.5,N/A,Super Lucky's Tale-:-XOne,0.22
13592,Naughty Dog,N/A,http://www.vgchartz.com//games/boxart/full_1220931AmericaFrontccc.jpg,18th Oct 05,3944,PS2,http://www.vgchartz.com//games/game.php?id=1047&region=All,Sony Computer Entertainment,N/A,N/A,Jak X: Combat Racing-:-PS2,0.55
13593,Kojima Productions,N/A,http://www.vgchartz.com//games/boxart/full_9047056AmericaFrontccc.jpg,30th Oct 12,7967,X360,http://www.vgchartz.com//games/game.php?id=51648&region=All,Konami Digital Entertainment,N/A,N/A,Zone of the Enders HD Collection-:-X360,0.21
13594,Gas Powered Games,N/A,http://www.vgchartz.com//games/boxart/full_supreme-commander-gold-edition_238PALFront.jpg,05th May 08,20207,PC,http://www.vgchartz.com//games/game.php?id=52217&region=All,Focus Home Interactive,N/A,N/A,Supreme Commander: Gold Edition-:-PC,0.01
13595,Omega Force,N/A,http://www.vgchartz.com//games/boxart/full_4883635JapanFrontccc.jpg,15th Mar 16,13045,PSV,http://www.vgchartz.com//games/game.php?id=85629&region=All,Tecmo Koei,N/A,N/A,Samurai Warriors 4: Empires-:-PSV,0.07
13596,Maximum Games,N/A,http://www.vgchartz.com//games/boxart/full_1319238AmericaFrontccc.jpg,11th Jul 17,12824,PS4,http://www.vgchartz.com//games/game.php?id=186216&region=All,Bigben Interactive,N/A,N/A,Hunting Simulator-:-PS4,0.07
13597,Rainbow Studios,N/A,http://www.vgchartz.com//games/boxart/5851888ccc.jpg,11th Feb 02,6183,PS2,http://www.vgchartz.com//games/game.php?id=2209&region=All,LucasArts,7.8,N/A,Star Wars Racer Revenge-:-PS2,0.31
13598,Etranges Libellules,N/A,http://www.vgchartz.com//games/boxart/full_5169956AmericaFrontccc.jpg,21st Oct 08,4754,PS3,http://www.vgchartz.com//games/game.php?id=22958&region=All,Vivendi Games,N/A,N/A,The Legend of Spyro: Dawn of the Dragon-:-PS3,0.44
13599,Ubisoft Montreal,N/A,http://www.vgchartz.com//games/boxart/3271353ccc.jpg,21st Mar 06,8199,PSP,http://www.vgchartz.com//games/game.php?id=2470&region=All,Ubisoft,5.6,N/A,Tom Clancy's Splinter Cell: Essentials-:-PSP,0.2
13600,TT Fusion,N/A,http://www.vgchartz.com//games/boxart/full_4676535AmericaFrontccc.jpg,21st Apr 13,1124,3DS,http://www.vgchartz.com//games/game.php?id=70768&region=All,Nintendo,6.2,N/A,LEGO City Undercover: The Chase Begins-:-3DS,1.91
13601,Amaze Entertainment,N/A,http://www.vgchartz.com//games/boxart/4489967ccc.jpg,13th Mar 07,853,PSP,http://www.vgchartz.com//games/game.php?id=6054&region=All,Activision,6.1,N/A,Call of Duty: Roads to Victory-:-PSP,2.14
13602,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_1090867JapanFrontccc.jpg,24th Jun 14,14138,PSV,http://www.vgchartz.com//games/game.php?id=77450&region=All,NIS America,N/A,N/A,Atelier Rorona: Alchemist of Arland-:-PSV,0.05
13603,Bandai Namco Games,N/A,http://www.vgchartz.com//games/boxart/full_7097870AmericaFrontccc.jpg,10th Feb 09,11646,DS,http://www.vgchartz.com//games/game.php?id=32264&region=All,Xseed Games,N/A,N/A,Retro Game Challenge (US sales)-:-DS,0.09
13604,Liquid Dragon Studios,N/A,http://www.vgchartz.com//games/boxart/2971249ccc.jpg,17th Jun 08,14250,X360,http://www.vgchartz.com//games/game.php?id=16862&region=All,Navarre Corp,N/A,N/A,Deadliest Catch: Alaskan Storm-:-X360,0.05
13605,Rebellion Developments,N/A,http://www.vgchartz.com//games/boxart/full_4800555AmericaFrontccc.jpg,16th Feb 10,2148,PS3,http://www.vgchartz.com//games/game.php?id=35319&region=All,Sega,6.1,7.2,Aliens vs Predator-:-PS3,1.04
13606,Supersonic Software,N/A,http://www.vgchartz.com//games/boxart/6488235ccc.jpg,09th Jun 06,16573,PS2,http://www.vgchartz.com//games/game.php?id=1816&region=All,Crave Entertainment,N/A,N/A,Puzzle Challenge: Crosswords and More!-:-PS2,0.02
13607,EA Redwood Shores,N/A,http://www.vgchartz.com//games/boxart/full_7487992AmericaFrontccc.jpg,02nd Jun 09,104,PC,http://www.vgchartz.com//games/game.php?id=17805&region=All,Electronic Arts,8.5,8.8,The Sims 3-:-PC,7.96
13608,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,27th Feb 14,18378,PSP,http://www.vgchartz.com//games/game.php?id=79642&region=All,Asgard,N/A,N/A,"Iza, Shutshjin! Koisen Dai-ni-maku-:-PSP",0.01
13609,skip Ltd.,N/A,http://www.vgchartz.com//games/boxart/full_4364164JapanFrontccc.jpg,28th Aug 08,18074,Wii,http://www.vgchartz.com//games/game.php?id=24655&region=All,Nintendo,7.0,N/A,Captain Rainbow-:-Wii,0.01
13610,Tamsoft,N/A,http://www.vgchartz.com//games/boxart/full_simple-2000-series-vol-120-the-saigo-no-nippon-tsuwamono_7JapanFront.jpg,30th Aug 07,17759,PS2,http://www.vgchartz.com//games/game.php?id=7320&region=All,D3 Publisher,N/A,N/A,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono-:-PS2,0.01
13611,Digital Embryo,N/A,http://www.vgchartz.com//games/boxart/full_8019951AmericaFrontccc.jpg,10th Mar 09,14598,Wii,http://www.vgchartz.com//games/game.php?id=26173&region=All,Zoo Digital Publishing,N/A,N/A,M&M's Beach Party-:-Wii,0.04
13612,Namco,N/A,http://www.vgchartz.com//games/boxart/60926ccc.jpg,19th Oct 04,7632,PS2,http://www.vgchartz.com//games/game.php?id=2432&region=All,Namco,N/A,N/A,Time Crisis: Crisis Zone-:-PS2,0.22
13613,Yamasa Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_9267353JapanFrontccc.jpg,06th Sep 07,19275,PS3,http://www.vgchartz.com//games/game.php?id=7322&region=All,Yamasa Entertainment,N/A,N/A,Yamasa Digi World SP: Pachi-Slot Sengoku Musou-:-PS3,0.01
13614,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,26th Feb 13,17549,PSV,http://www.vgchartz.com//games/game.php?id=71679&region=All,Tecmo Koei,N/A,N/A,Ninja Gaiden Sigma 2-:-PSV,0.01
13615,Konami,N/A,http://www.vgchartz.com//games/boxart/1346905ccc.jpg,19th Jan 03,14911,PS2,http://www.vgchartz.com//games/game.php?id=775&region=All,Konami,N/A,N/A,Fisherman's Challenge-:-PS2,0.04
13616,Telltale Games,N/A,http://www.vgchartz.com//games/boxart/full_8075332AmericaFrontccc.jpg,05th Dec 17,14091,XOne,http://www.vgchartz.com//games/game.php?id=217400&region=All,Warner Bros. Interactive Entertainment,N/A,N/A,The Walking Dead: A Telltale Series Collection-:-XOne,0.05
13617,Climax Group,N/A,http://www.vgchartz.com//games/boxart/full_gormiti-the-lords-of-nature_8AmericaFront.jpg,21st Sep 10,14768,Wii,http://www.vgchartz.com//games/game.php?id=43447&region=All,Konami,N/A,N/A,Gormiti: The Lords of Nature!-:-Wii,0.04
13618,Bandai Namco Games,N/A,http://www.vgchartz.com//games/boxart/full_8828722JapanFrontccc.jpg,15th Nov 07,11532,DS,http://www.vgchartz.com//games/game.php?id=12808&region=All,Namco Bandai,N/A,N/A,Pro Yakyuu Famista DS-:-DS,0.1
13619,Crave Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_8427678AmericaFrontccc.jpg,24th Apr 07,9859,PSP,http://www.vgchartz.com//games/game.php?id=6082&region=All,Crave Entertainment,3.8,N/A,Hard Rock Casino-:-PSP,0.14
13620,"Million Co., Ltd.",N/A,http://www.vgchartz.com//games/boxart/full_65106JapanFrontccc.jpg,20th Dec 18,18754,NS,http://www.vgchartz.com//games/game.php?id=223272&region=All,Arc System Works,N/A,N/A,Kunio-kun: The World Classics Collection-:-NS,0.01
13621,ITE Media,N/A,http://www.vgchartz.com//games/boxart/22702ccc.jpg,24th Apr 05,18460,GBA,http://www.vgchartz.com//games/game.php?id=15114&region=All,Namco,5.9,N/A,Hugo: The Evil Mirror-:-GBA,0.01
13622,Outright Games,N/A,http://www.vgchartz.com//games/boxart/full_3745112AmericaFrontccc.jpg,23rd Oct 18,12861,PS4,http://www.vgchartz.com//games/game.php?id=222522&region=All,Outright Games,N/A,N/A,Paw Patrol on a Roll-:-PS4,0.07
13623,Big Sandwich Games,N/A,http://www.vgchartz.com//games/boxart/full_hoard_321AmericaFront.jpg,04th Apr 11,32839,PC,http://www.vgchartz.com//games/game.php?id=50697&region=All,Big Sandwich Games,7.5,N/A,Hoard-:-PC,0.24
13624,Obsidian Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_9913024AmericaFrontccc.jpg,01st Nov 06,16377,PC,http://www.vgchartz.com//games/game.php?id=7446&region=All,Atari,8.0,N/A,Neverwinter Nights 2-:-PC,0.02
13625,Illusion Softworks,N/A,http://www.vgchartz.com//games/boxart/full_mafia-ii_1AmericaFront.jpg,24th Aug 10,1310,X360,http://www.vgchartz.com//games/game.php?id=14175&region=All,2K Games,7.2,N/A,Mafia II-:-X360,1.56
13626,Arkane Studios,N/A,http://www.vgchartz.com//games/boxart/3659347ccc.jpg,23rd Dec 03,14127,XB,http://www.vgchartz.com//games/game.php?id=119&region=All,DreamCatcher Interactive,N/A,N/A,Arx Fatalis-:-XB,0.05
13627,Kojima Productions,N/A,http://www.vgchartz.com//games/boxart/full_8353820AmericaFrontccc.jpg,18th Mar 14,1819,PS4,http://www.vgchartz.com//games/game.php?id=78258&region=All,Konami Digital Entertainment,7.6,N/A,Metal Gear Solid V: Ground Zeroes-:-PS4,1.2
13628,Zombie Studios,N/A,http://www.vgchartz.com//games/boxart/full_5481296AmericaFrontccc.jpg,06th Oct 09,6554,X360,http://www.vgchartz.com//games/game.php?id=34294&region=All,Konami,6.2,N/A,SAW-:-X360,0.28
13629,Sensory Sweep Studios,N/A,http://www.vgchartz.com//games/boxart/full_7326246AmericaFrontccc.jpg,04th Dec 07,9864,DS,http://www.vgchartz.com//games/game.php?id=13172&region=All,Brash Entertainment,N/A,N/A,Alvin and the Chipmunks-:-DS,0.14
13630,From Software,N/A,http://www.vgchartz.com//games/boxart/256761ccc.gif,28th Sep 04,6954,PS2,http://www.vgchartz.com//games/game.php?id=2861&region=All,Agetec,N/A,N/A,Armored Core: Nexus-:-PS2,0.26
13631,Mindscape,N/A,http://www.vgchartz.com//games/boxart/full_9153447PALFrontccc.jpg,06th Nov 09,9417,DS,http://www.vgchartz.com//games/game.php?id=40383&region=All,Mindscape,N/A,N/A,Countdown: The Game-:-DS,0.15
13632,Konami Computer Entertainment Hawaii,N/A,http://www.vgchartz.com//games/boxart/full_9195347AmericaFrontccc.jpg,12th Sep 01,8714,GBA,http://www.vgchartz.com//games/game.php?id=36895&region=All,Konami,5.7,N/A,ESPN X Games Skateboarding-:-GBA,0.18
13633,EA Tiburon,N/A,http://www.vgchartz.com//games/boxart/full_madden-nfl-12_403AmericaFront.jpg,30th Aug 11,615,X360,http://www.vgchartz.com//games/game.php?id=50440&region=All,EA Sports,7.8,N/A,Madden NFL 12-:-X360,2.7
13634,Capcom,N/A,http://www.vgchartz.com//games/boxart/560388ccc.jpg,05th Aug 98,6696,PS,http://www.vgchartz.com//games/game.php?id=4160&region=All,Capcom,9.0,N/A,Resident Evil 2: Dual Shock Edition-:-PS,0.27
13635,Daiichi,N/A,http://www.vgchartz.com//games/boxart/full_2939084JapanFrontccc.jpg,02nd Nov 95,15834,SNES,http://www.vgchartz.com//games/game.php?id=3968&region=All,Sunsoft,N/A,N/A,Hissatsu Pachinko Collection 3-:-SNES,0.03
13636,FrontLine Studios,N/A,http://www.vgchartz.com//games/boxart/3815670ccc.gif,30th Jun 06,11341,DS,http://www.vgchartz.com//games/game.php?id=2261&region=All,UFO Interactive,N/A,N/A,Sudoku Mania-:-DS,0.1
13637,EA Bright Light,N/A,http://www.vgchartz.com//games/boxart/full_monopoly_4AmericaFront.jpg,20th Oct 08,4878,PS2,http://www.vgchartz.com//games/game.php?id=26401&region=All,Electronic Arts,N/A,N/A,Monopoly-:-PS2,0.43
13638,ArtDink,N/A,http://www.vgchartz.com//games/boxart/full_9567659JapanFrontccc.jpg,22nd Sep 05,12604,PSP,http://www.vgchartz.com//games/game.php?id=3454&region=All,Bandai,N/A,N/A,Gundam Battle Tactics-:-PSP,0.07
13639,Mastiff,N/A,http://www.vgchartz.com//games/boxart/full_7688087AmericaFrontccc.jpg,13th Dec 11,18038,3DS,http://www.vgchartz.com//games/game.php?id=68664&region=All,Mastiff,N/A,N/A,Outdoors Unleashed: Alaska 3D-:-3DS,0.01
13640,Daedalic Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_edna-ampamp-harvey-harveys-new-eyes_655PALFront.jpg,26th Aug 11,12274,PC,http://www.vgchartz.com//games/game.php?id=64151&region=All,Rondomedia,N/A,N/A,Edna & Harvey: Harvey's New Eyes-:-PC,0.22
13641,Europress,N/A,http://www.vgchartz.com//games/boxart/9839541ccc.jpg,30th Jun 00,14857,N64,http://www.vgchartz.com//games/game.php?id=1833&region=All,SouthPeak Interactive,N/A,N/A,Rally Challenge 2000-:-N64,0.04
13642,Bandai,N/A,http://www.vgchartz.com//games/boxart/full_2353847AmericaFrontccc.jpg,28th Jun 01,11099,PS,http://www.vgchartz.com//games/game.php?id=31302&region=All,Bandai,N/A,N/A,Digimon Digital Card Battle-:-PS,0.11
13643,Rainbow Studios,N/A,http://www.vgchartz.com//games/boxart/3017359ccc.jpg,09th Nov 02,833,PS2,http://www.vgchartz.com//games/game.php?id=131&region=All,Sony Computer Entertainment,8.7,N/A,ATV Offroad Fury 2-:-PS2,2.18
13644,Dynamic Pixels,N/A,http://www.vgchartz.com//games/boxart/full_943588AmericaFrontccc.jpg,07th Dec 18,13082,XOne,http://www.vgchartz.com//games/game.php?id=222841&region=All,Gearbox Software,N/A,N/A,Hello Neighbor: Hide & Seek-:-XOne,0.07
13645,Bandai Namco Games,N/A,http://www.vgchartz.com//games/boxart/full_1754366JapanFrontccc.jpg,10th Dec 15,14651,PSV,http://www.vgchartz.com//games/game.php?id=86320&region=All,Namco Bandai Games,N/A,N/A,The Idolm@ster: Must Songs - Red Board / Blue Board-:-PSV,0.04
13646,Awesome Developments,N/A,http://www.vgchartz.com//games/boxart/full_world-tennis-stars_576AmericaFront.jpg,22nd Nov 04,20053,GBA,http://www.vgchartz.com//games/game.php?id=28806&region=All,AIA,N/A,N/A,World Tennis Stars-:-GBA,0.01
13647,Vicarious Visions,N/A,http://www.vgchartz.com//games/boxart/full_2372411AmericaFrontccc.jpg,30th Jun 17,251,PS4,http://www.vgchartz.com//games/game.php?id=150131&region=All,Activision,N/A,N/A,Crash Bandicoot N. Sane Trilogy-:-PS4,4.83
13648,Slightly Mad Studios,N/A,http://www.vgchartz.com//games/boxart/full_need-for-speed-shift-2-unleashed_96AmericaFront.jpg,29th Mar 11,3228,PS3,http://www.vgchartz.com//games/game.php?id=46563&region=All,Electronic Arts,8.4,N/A,Need for Speed: Shift 2 Unleashed-:-PS3,0.67
13649,Frogwares,N/A,http://www.vgchartz.com//games/boxart/full_the-testament-of-sherlock-holmes_171PALFront.jpg,30th Sep 12,7244,PS3,http://www.vgchartz.com//games/game.php?id=69146&region=All,Focus Home Interactive,N/A,N/A,The Testament of Sherlock Holmes-:-PS3,0.24
13650,Square Enix,N/A,http://www.vgchartz.com//games/boxart/full_8978481JapanFrontccc.jpg,26th Jun 03,8833,PS2,http://www.vgchartz.com//games/game.php?id=3472&region=All,Square Enix,N/A,N/A,Hanjuku Eiyuu Tai 3D-:-PS2,0.17
13651,THQ,N/A,http://www.vgchartz.com//games/boxart/5565850ccc.jpg,18th Oct 05,9368,GBA,http://www.vgchartz.com//games/game.php?id=21951&region=All,THQ,3.5,N/A,The Fairly Odd Parents: Clash with the Anti-World-:-GBA,0.15
13652,Digital Eclipse,N/A,http://www.vgchartz.com//games/boxart/full_3819665AmericaFrontccc.jpg,01st Aug 05,11823,GBA,http://www.vgchartz.com//games/game.php?id=28402&region=All,Activision,N/A,N/A,2-in-1 Game Pack: Spider-Man & Spider-Man 2-:-GBA,0.09
13653,"Sculptured Software, Inc.",N/A,http://www.vgchartz.com//games/boxart/full_5530220AmericaFrontccc.jpg,31st Oct 96,3466,PS,http://www.vgchartz.com//games/game.php?id=13381&region=All,Acclaim Entertainment,N/A,N/A,WWF in Your House-:-PS,0.62
13654,TT Fusion,N/A,http://www.vgchartz.com//games/boxart/full_9696485AmericaFrontccc.jpg,26th Jun 12,3112,DS,http://www.vgchartz.com//games/game.php?id=70813&region=All,Warner Bros. Interactive Entertainment,N/A,N/A,LEGO Batman 2: DC Super Heroes-:-DS,0.71
13655,EA Black Box,N/A,http://www.vgchartz.com//games/boxart/8697492ccc.jpg,14th Sep 07,3074,X360,http://www.vgchartz.com//games/game.php?id=6987&region=All,Electronic Arts,N/A,N/A,Skate-:-X360,0.71
13656,Visual Concepts,N/A,http://www.vgchartz.com//games/boxart/full_3710885AmericaFrontccc.jpg,02nd Oct 12,500,X360,http://www.vgchartz.com//games/game.php?id=70741&region=All,2K Sports,8.6,N/A,NBA 2K13-:-X360,3.11
13657,Gust,N/A,http://www.vgchartz.com//games/boxart/full_5355058AmericaFrontccc.jpg,29th May 07,14890,PS2,http://www.vgchartz.com//games/game.php?id=2865&region=All,NIS America,N/A,N/A,Atelier Iris 3: Grand Phantasm (JP Sales)-:-PS2,0.04
13658,Ubisoft Barcelona / Inland Productions,N/A,http://www.vgchartz.com//games/boxart/8239359ccc.jpg,25th Nov 03,6504,PS2,http://www.vgchartz.com//games/game.php?id=5378&region=All,Ubisoft,N/A,N/A,Monster 4x4: Masters of Metal-:-PS2,0.28
13659,Unit,N/A,http://www.vgchartz.com//games/boxart/full_330585JapanFrontccc.jpg,28th Feb 97,6282,PS,http://www.vgchartz.com//games/game.php?id=3686&region=All,Bandai,N/A,N/A,Macross Digital Mission VF-X-:-PS,0.3
13660,Wow Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_1510209AmericaFrontccc.jpg,27th Jan 04,12075,XB,http://www.vgchartz.com//games/game.php?id=2006&region=All,Sega,N/A,N/A,Sega GT Online-:-XB,0.08
13661,Supersonic Software,N/A,http://www.vgchartz.com//games/boxart/full_259447AmericaFrontccc.jpg,02nd Sep 98,12899,PS,http://www.vgchartz.com//games/game.php?id=33257&region=All,Mindscape,5.9,N/A,Circuit Breakers-:-PS,0.07
13662,Atomic Games,N/A,http://www.vgchartz.com//games/boxart/full_breach_593AmericaFront.jpg,26th Jan 11,18179,PC,http://www.vgchartz.com//games/game.php?id=49726&region=All,Destineer,6.5,N/A,Breach-:-PC,0.01
13663,Toys for Bob,N/A,http://www.vgchartz.com//games/boxart/full_6673442AmericaFrontccc.jpg,04th Nov 08,7489,PS3,http://www.vgchartz.com//games/game.php?id=28747&region=All,Activision,N/A,N/A,Madagascar: Escape 2 Africa-:-PS3,0.23
13664,Media.Vision,N/A,http://www.vgchartz.com//games/boxart/full_533365JapanFrontccc.jpg,15th Mar 12,8047,PSP,http://www.vgchartz.com//games/game.php?id=65595&region=All,Sega,N/A,N/A,Shining Blade-:-PSP,0.2
13665,Gusto Games,N/A,http://www.vgchartz.com//games/boxart/full_john-dalys-prostroke-golf_0AmericaFront.jpg,05th Oct 10,19380,PC,http://www.vgchartz.com//games/game.php?id=45829&region=All,O-Games,N/A,N/A,John Daly's ProStroke Golf-:-PC,0.01
13666,MinMax Games Ltd.,N/A,http://www.vgchartz.com//games/boxart/full_3633961AmericaFrontccc.jpg,07th Nov 17,54805,PC,http://www.vgchartz.com//games/game.php?id=224149&region=All,MinMax Games Ltd.,N/A,N/A,Space Pirates And Zombies 2-:-PC,0.1
13667,Takuyo,N/A,http://www.vgchartz.com//games/boxart/full_962321JapanFrontccc.jpg,28th May 09,19265,PSP,http://www.vgchartz.com//games/game.php?id=34204&region=All,Takuyo,N/A,N/A,Sorayume Portable-:-PSP,0.01
13668,Full Fat,N/A,http://www.vgchartz.com//games/boxart/full_9344308AmericaFrontccc.jpg,30th Aug 03,17770,GBA,http://www.vgchartz.com//games/game.php?id=26895&region=All,DSI Games,7.2,N/A,Freekstyle-:-GBA,0.01
13669,Capcom,N/A,http://www.vgchartz.com//games/boxart/full_2340852AmericaFrontccc.jpg,06th Feb 07,18445,PSP,http://www.vgchartz.com//games/game.php?id=25116&region=All,Capcom,7.4,N/A,Capcom Puzzle World-:-PSP,0.01
13670,Boston Animation,N/A,http://www.vgchartz.com//games/boxart/5783187ccc.jpg,16th Nov 02,17959,GC,http://www.vgchartz.com//games/game.php?id=463&region=All,Simon & Schuster Interactive,N/A,N/A,Darkened Skye-:-GC,0.01
13671,Prototype,N/A,http://www.vgchartz.com//games/boxart/full_7393720JapanFrontccc.jpg,18th Sep 08,18042,PS2,http://www.vgchartz.com//games/game.php?id=27144&region=All,Prototype,N/A,N/A,Heart no Kuni no Alice-:-PS2,0.01
13672,EA Bright Light,N/A,http://www.vgchartz.com//games/boxart/full_hasbro-family-game-night-3_1AmericaFront.jpg,26th Oct 10,2775,Wii,http://www.vgchartz.com//games/game.php?id=45136&region=All,Electronic Arts,N/A,N/A,Hasbro Family Game Night 3-:-Wii,0.8
13673,Choice Provisions,9.0,http://www.vgchartz.com//games/boxart/full_1841092AmericaFrontccc.jpg,22nd May 18,16904,NS,http://www.vgchartz.com//games/game.php?id=220918&region=All,Nicalis,7.5,7.0,Runner3-:-NS,0.02
13674,Sega,N/A,http://www.vgchartz.com//games/boxart/full_6993260JapanFrontccc.jpg,04th Dec 08,18136,DS,http://www.vgchartz.com//games/game.php?id=29779&region=All,Sega,N/A,N/A,Blazer Drive-:-DS,0.01
13675,EA Salt Lake,N/A,http://www.vgchartz.com//games/boxart/full_7792913AmericaFrontccc.jpg,20th Oct 09,6977,Wii,http://www.vgchartz.com//games/game.php?id=35037&region=All,Electronic Arts,N/A,N/A,Littlest Pet Shop: Friends-:-Wii,0.26
13676,tri-Ace,N/A,http://www.vgchartz.com//games/boxart/4525493ccc.jpg,29th Aug 00,2735,PS,http://www.vgchartz.com//games/game.php?id=4649&region=All,Enix,8.1,N/A,Valkyrie Profile-:-PS,0.81
13677,CD Projekt Red Studio,N/A,http://www.vgchartz.com//games/boxart/full_the-witcher-2-assassins-of-kings_898AmericaFront.jpg,17th Apr 12,2464,X360,http://www.vgchartz.com//games/game.php?id=46887&region=All,Warner Bros. Interactive,N/A,N/A,The Witcher 2: Assassins of Kings-:-X360,0.9
13678,"Black Lantern Studios, Inc.",N/A,http://www.vgchartz.com//games/boxart/full_9424378AmericaFrontccc.jpg,06th Mar 12,13370,3DS,http://www.vgchartz.com//games/game.php?id=70473&region=All,2K Games,N/A,N/A,Nicktoons MLB 3D-:-3DS,0.06
13679,ESP Software,N/A,http://www.vgchartz.com//games/boxart/full_6029583JapanFrontccc.jpg,25th Jun 98,12227,PS,http://www.vgchartz.com//games/game.php?id=4332&region=All,Kadokawa Shoten,N/A,N/A,Slayers Royal-:-PS,0.08
13680,Spike Chunsoft,N/A,http://www.vgchartz.com//games/boxart/full_9593567PALFrontccc.jpg,26th Sep 17,7138,PS4,http://www.vgchartz.com//games/game.php?id=153615&region=All,NIS America,N/A,N/A,Danganronpa V3: Killing Harmony-:-PS4,0.25
13681,Skyworks Technologies,N/A,http://www.vgchartz.com//games/boxart/1590420ccc.jpg,14th Nov 05,10985,DS,http://www.vgchartz.com//games/game.php?id=138&region=All,Majesco,N/A,N/A,ATV: Quad Frenzy-:-DS,0.11
13682,ASCII Media Works,N/A,http://www.vgchartz.com//games/boxart/full_4648072JapanFrontccc.jpg,26th Jun 08,14955,DS,http://www.vgchartz.com//games/game.php?id=24248&region=All,ASCII Media Works,N/A,N/A,Ookami to Koushinryou: Boku to Horo no Ichinen-:-DS,0.04
13683,Nintendo,N/A,http://www.vgchartz.com//games/boxart/full_6068084JapanFrontccc.jpg,04th Dec 08,14541,DS,http://www.vgchartz.com//games/game.php?id=29793&region=All,Nintendo,N/A,N/A,Sekai no Gohan Shaberu! DS Oryouri Navi-:-DS,1.01
13684,Mystic Software,N/A,http://www.vgchartz.com//games/boxart/full_2587424AmericaFrontccc.jpg,22nd Sep 08,13303,DS,http://www.vgchartz.com//games/game.php?id=18346&region=All,Game Factory,N/A,N/A,Di-Gata Defenders-:-DS,0.06
13685,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_254957JapanFrontccc.jpg,24th Mar 16,18024,PSV,http://www.vgchartz.com//games/game.php?id=100443&region=All,Nihon Falcom Corporation,N/A,N/A,Tokyo Xanadu: Sakura Festival Package-:-PSV,0.01
13686,Oleg Sergeev,N/A,http://www.vgchartz.com//games/boxart/full_2970981AmericaFrontccc.jpg,N/A,55137,PC,http://www.vgchartz.com//games/game.php?id=224162&region=All,Unknown,N/A,N/A,The Final Station-:-PC,0.15
13687,Slam Games,N/A,http://www.vgchartz.com//games/boxart/full_2321527AmericaFrontccc.jpg,30th Sep 08,12630,DS,http://www.vgchartz.com//games/game.php?id=19973&region=All,Zoo Games,N/A,N/A,Margot's Word Brain-:-DS,0.07
13688,Sega,N/A,http://www.vgchartz.com//games/boxart/full_5823613JapanFrontccc.jpg,24th Feb 95,15572,SAT,http://www.vgchartz.com//games/game.php?id=4145&region=All,Sega,N/A,N/A,Rampo-:-SAT,0.03
13689,Atari,N/A,http://www.vgchartz.com//games/boxart/9662244ccc.jpg,01st Jan 82,6964,2600,http://www.vgchartz.com//games/game.php?id=21467&region=All,Atari,N/A,N/A,RealSports Football-:-2600,0.26
13690,Frontier Developments,N/A,http://www.vgchartz.com//games/boxart/full_6853316AmericaFrontccc.jpg,14th Sep 04,4910,PS2,http://www.vgchartz.com//games/game.php?id=548&region=All,Hip Interactive,N/A,N/A,Dog's Life-:-PS2,0.42
